 ,Area,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
2297,0.480,2.500,763.918,1405.388,0.816,0.816,0.965,1.137,0.879,0.878
2298,0.506,2.405,638.694,1405.551,0.816,0.816,1.000,1.161,0.861,0.884
2299,0.133,1.577,1078.694,1405.551,0.327,0.653,0.674,2.749,0.364,0.769
2300,0.506,2.596,650.286,1405.714,0.980,0.653,0.944,1.699,0.589,0.884
2301,0.080,0.924,720.816,1405.714,0.327,0.327,1.000,1.464,0.683,0.857
2302,0.400,2.174,807.184,1405.714,0.816,0.653,1.000,1.435,0.697,0.882
2303,0.133,1.250,594.286,1406.041,0.327,0.490,1.000,1.553,0.644,0.909
2304,0.640,2.922,1929.469,1406.041,0.980,0.816,0.941,1.230,0.813,0.889
2305,0.666,2.962,715.265,1406.694,0.980,0.980,0.954,1.291,0.775,0.862
2306,0.107,1.154,776.163,1406.694,0.490,0.327,1.000,1.468,0.681,0.800
2307,0.027,0.462,1646.041,1406.694,0.163,0.163,1.000,1.000,1.000,1.000
2308,0.453,2.635,816.163,1407.837,0.980,0.816,0.820,2.509,0.399,0.829
2309,0.506,2.596,682.122,1408.000,0.980,0.653,0.944,1.499,0.667,0.905
2310,1.679,5.056,673.469,1408.653,1.469,1.633,0.825,1.425,0.702,0.863
2311,0.027,0.462,687.673,1408.653,0.163,0.163,1.000,1.000,1.000,1.000
2312,0.133,1.154,644.408,1408.980,0.490,0.327,1.000,1.553,0.644,0.909
2313,0.107,0.924,694.041,1408.980,0.327,0.327,1.000,1.000,1.000,1.000
2314,0.107,0.924,631.510,1409.469,0.327,0.327,1.000,1.000,1.000,1.000
